,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,embedding
0,s1,Movie,Dick Johnson Is Dead,Kirsten Johnson,,United States,"September 25, 2021",2020.0,PG-13,90 min,Documentaries,"As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable.",-0.42812404 0.712699 1.9019516 0.25664243 0.32885084 0.18257579 0.59127206 -0.062444367 0.35173663 -0.1990041 0.11825981 -0.6593723 0.98212844 0.31091642 -0.8714726 0.044739425 -0.56877226 -0.2683598 0.39491943 -0.28585073 -0.8837592 -0.79321617 0.40402842 0.33391455 0.4420243 1.1950619 -0.30423206 -0.63234425 -0.9733171 0.7326126 -0.049409688 0.16248159 0.1007134 -0.5464319 -0.7685122 0.42006546 0.7163603 0.36733192 0.31462404 1.327618 -0.9322081 0.3160109 -0.15200366 -0.37154225 -0.9156286 -0.7343352 0.30432463 0.114405945 0.9630407 -0.98683256 0.5414949 0.26384032 1.2864445 -0.011468406 -0.27500615 -0.601445 0.5942157 -1.1896225 -0.6275613 -0.39475575 -1.1075295 0.3846077 -0.16565311 0.009574567 -0.9438386 0.27706236 0.17495304 0.07226914 -0.076352224 -0.30939373 -0.124980584 -0.09773713 -0.116828784 -0.027426152 0.9830879 -0.0258522 -0.4632722 0.15998845 1.4089615 0.30343017 0.33526036 -0.38155982 -0.19423881 -0.1315719 1.070721 0.3380312 1.2475157 -0.55092734 -0.70473266 -0.586802 0.35682192 0.15414058 0.20581153 -0.9086944 -1.2109607 -0.33440825 0.52497774 -0.15925874 -0.075550996 0.5478729 -0.614606 -0.4095626 -0.7053579 -0.11488668 -0.41329837 -0.0026960918 -0.3101864 -0.67173153 0.1397677 0.41774976 0.3186685 -0.056492284 0.503288 -0.22583969 -0.6448676 -0.33782637 -0.3499297 0.4551451 0.65928346 0.28917158 0.70678556 -1.1419824 -0.11400186 -0.5264662 -0.022545388 0.061832607 1.0702932 0.814236 -0.32612577 0.11006023 0.2500244 -0.159549 -0.08834561 -0.6550547 -0.13213089 0.5060009 0.19630814 -1.062788 0.07487516 -0.04999791 -0.16670981 -0.13884325 0.55971175 -0.703748 -0.86106855 0.6481067 0.07471541 -0.32476947 0.14642903 -0.2533969 -0.8126952 0.039198548 -0.41797242 0.109625764 -0.47515008 0.095068604 -0.040006775 -0.0062107556 -0.34479427 -0.16960561 0.410226 0.17781918 0.20653531 0.5522379 0.8732724 -0.54361814 -0.073108554 -1.1201324 -0.37124693 -0.3573298 -0.90849096 1.0035106 1.8881252 -0.849888 0.89750886 0.33888128 0.37702227 -0.7921985 -0.6099694 -0.3897176 0.35507843 0.27528426 -1.9134922 1.4713814 -0.65502495 -1.0054712 0.42913285 -0.819019 0.59977007 -0.106433 -0.5103369 0.18617995 -0.35768896 -0.29829717 -0.3379229 -0.5571893 0.545214 -0.047030214 0.27885744 0.09320144 -1.0311338 -0.5351165 -0.49694046 -0.045470256 -0.3331917 0.72171587 0.05717189 0.26168695 -0.22495331 -0.29506937 -0.06568773 -0.14404145 0.35825625 0.3084798 0.21498129 -0.6279831 -0.3037017 -0.79545087 0.15907526 0.092061386 0.20286942 0.17247292 -0.41966158 0.40689376 0.09618616 0.5993269 -0.23654297 -0.98290926 -0.5608783 0.50247353 -0.13933402 0.13328478 -0.8941628 -0.3277736 0.1809135 -0.45096207 -1.1435788 0.077216886 1.1214565 -0.9540101 0.7236179 0.22094196 1.5970377 0.35084966 0.058301236 0.15564637 -0.3794099 -0.13339005 -0.59817153 0.2645692 -1.523269 0.5351315 0.39154387 -0.20629433 -0.5519215 -0.3396102 -0.1860102 0.7308318 -0.21854481 -0.31439388 0.38822457 8.7005326e-05 0.1481454 0.81849974 -0.20009491 0.4812363 -0.30237484 -0.3304924 -0.15946339 0.8699984 -0.16679184 -0.5467863 0.05018884 0.89493287 -0.51546437 -0.2668034 -0.11524837 0.23460862 0.7128337 1.2808695 0.44070545 1.1939982 -0.62786263 0.10475986 -0.7885921 0.6417331 -0.5245398 0.90481573 -0.069942504 -0.5444448 -0.47857553 0.37039462 0.45060948 0.39072546 0.50483936 -0.67235583 0.9380502 -0.5827976 0.49778512 0.0711181 -0.9263423 0.23483756 -0.31792638 -0.02079486 -0.124971755 0.63073885 0.77666974 0.32443547 -0.07290121 -0.8737046 -0.45908362 -0.6636607 0.73717785 1.3685545 0.66837525 -0.47191113 -0.37589943 0.6196711 0.4074006 0.12521861 -0.45410812 -0.30393818 0.26224113 -0.5455629 -0.107731715 0.11021935 -0.15442762 0.4879933 -0.008839643 0.0110415965 -0.2639713 -0.5190176 0.07718414 0.307119 -0.2659737 0.3159147 -1.3229465 0.4302948 -0.11109973 0.067915455 1.8776472 0.4143001 -0.18877426 -0.2038106 -0.0057889842 0.7167793 -0.43921813 0.9858527 -0.7953651 -0.16069084 -0.48273158 0.16584024 0.93912965 -0.29671368 -0.004707607 0.32514924 -0.38722715 0.3266855 -0.23664741 -0.3500926 0.15213493 1.2316955 0.19771123 -0.02469948 0.23857218 -0.33362263 -0.5919143 -0.16319641 0.40400824 -0.060602214 -0.2192092 0.7780576 -0.78214043 -0.14188917 0.30300647 -0.96844196 -0.2807514 -0.39807823 -0.41463628 -0.15218805 0.06896511 -0.6530816 0.8216809 0.07091934 0.8090255 -0.36673325 -0.0781654 -0.023383847 0.64178216 0.42953 1.3461887 -0.13269751 -0.019821348 0.47324923 -0.03473202 -0.90854067 0.5693271 -0.052019633 0.22536854 -0.18527028 -0.16913888 0.34855422 0.03318122 0.0082346285 0.84124756 0.5944196 0.060489926 -0.11578068 -0.5067849 -0.62570167 -0.59308237 0.15566956 0.24331626 0.1982827 0.31805742 0.71945417 -0.57660246 -1.1256682 -0.90859175 1.474889 -0.57834786 -0.54221976 0.26199692 -1.4297186 -0.16299467 0.46894112 -0.3723841 -0.22447942 -0.7694332 -0.15816891 -0.73833305 0.38507128 -0.08775295 0.21380861 0.6821778 -0.4359072 1.3869599 -0.54361856 0.52158284 -0.6105633 -0.21914315 -0.10661984 0.99030894 -1.2222459 0.17211081 -0.021840798 -0.34729445 -0.5990766 0.19559044 -0.14027639 0.28413934 -0.9494122 0.11885774 1.0632958 0.54655534 0.40400416 -0.12299105 -0.38979754 -0.9729634 0.6442016 0.32397205 0.24202137 -0.3182436 0.23040943 -0.61041826 0.32029325 0.64586 -0.048097596 0.3632474 -0.40873957 -0.5252856 0.062330138 -0.11235193 0.83853424 0.12565303 -0.77824044 -0.6057094 0.4512826 -0.70863456 0.9508403 0.38446224 -0.07944968 0.14131518 0.26617476 -0.5250788 -0.43423003 0.051338896 0.32552156 0.44592544 -0.62579906 -0.5459636 -0.4108633 -0.9916515 -0.63937986 0.65047187 -2.0037115 0.15701921 0.45893282 0.13204372 -0.2970009 0.9674191 0.21498309 1.0779591 -0.12044882 0.6719127 0.84010583 1.3314863 0.11581582 0.85878026 0.16738614 0.27768588 0.1319406 0.42821667 -0.44044924 -0.13722345 0.4033185 -0.28323686 -0.70710593 -0.3675294 0.037612315 0.4091681 0.60744596 0.5139311 -0.38268557 0.12580846 -0.011941113 0.6472822 -0.33379227 -0.06197593 -0.1678208 -0.21019381 0.15582386 -0.40191182 0.7518855 -0.43196884 -0.492139 -0.13982882 -0.04665031 0.3180025 -0.67618 0.1741399 -0.15587422 0.5376215 -0.27704105 -1.1329675 0.1692995 -0.32412067 -0.062238324 -0.73554397 -0.53192145 -0.05735291 0.07663303 0.6158492 0.6032845 -0.33407325 -0.19413881 0.5064898 0.3500209 -0.31154245 0.66282696 -0.53686935 0.34214798 -0.32510015 0.27428877 -0.1850566 -1.1312677 0.07814869 -0.9222799 -0.7477221 -0.18378209 0.15560953 0.73605275 0.86688584 0.40508014 -0.40483814 0.14181828 -0.4436623 -1.0198992 -0.26960358 1.2476188 -0.5549224 0.041843306 -0.48049676 0.27775604 -0.9207924 0.09346587 -0.35348892 0.4438481 0.011142262 -0.040312488 -0.5349092 -0.003191919 0.5255008 0.15725136 1.2189444 -0.11176606 -0.20223296 0.5866262 0.11460631 -0.3055007 0.1261379 -0.28100285 -0.054456152 -0.15288004 -0.15302949 0.42644215 0.37378255 0.22387126 -0.17644106 -0.5930929 0.8099958 -0.4731911 0.32482445 -0.4557713 -0.04830783 -0.70711154 -0.13833429 0.24526544 -0.25396585 0.04675597 -0.20844358 0.23978743 0.20975631 -0.6216461 0.079176545 -0.16217652 0.50357914 -0.034002896 -0.3919562 -0.47121838 0.38691968 -0.79043114 -0.25185356 0.33919927 -0.11304203 0.82847816 -0.68697083 0.2955312 -0.22407916 -0.040583197 -0.48775363 1.3415939 -0.23380211 -0.36960617 0.047502726 -0.26887763 0.73254645 -0.05494525 0.4993915 0.20320472 0.47331667 1.4393514 0.16422498 -0.14757912 -0.6179383 0.83365345 -0.96329737 -0.8339984 -0.64260757 0.49592432 0.10586782 -0.81987 0.7310324 0.3303307 0.47255385 0.11611802 -0.2323537 1.1803017 -0.6925639 -0.29324734 -0.030010432 -0.28898296 0.7813132 -0.14158721 0.2196835 -1.5764073 0.3431495 -0.26998788 -0.019198196 -0.43255097 0.22857042 -0.73822325 -0.0118932035 -0.14944133 0.42451996 -0.25853688 0.2193217 0.26313266 -0.087377585 -0.113946125 0.07727356 -0.52394027 -0.59818286 -0.6422789 0.11238452 -0.5777941 -0.55649406 -0.15481961 0.5659798 0.8584776 -0.7284186 0.7922282 -0.34138077 -0.14732328 0.3890046 -0.39950213 -0.18754068 0.41365644 -0.32223687 0.41696516 -0.13203484 1.1578032 0.22211999 -0.8245356 -0.442223 -0.75444394 0.13637309 -0.20327854 -0.21420789 0.20584017 0.06899895 -0.10553467 -0.15990362 -0.79515743 0.3670647 -0.55326456 0.47456026 0.029008409 -0.15174508 -0.57467294 1.3216723 -0.24438398 -0.63183594 -0.37142178 0.11538805 0.012511807 0.8617168 -0.75608325 -0.47063208 -1.4125931 0.20055757 1.0325975 0.049910866 -0.5271256 -0.24094895 -0.11370192 0.020110175 -0.4791845 0.07862738 0.22523473 0.2546179 -0.18767898 0.09769208 1.3236512 -0.25505745 0.3461019 -0.51907647 -0.361899 -0.13191997 -0.6294641 -0.97183055 -2.0294049 0.26052776 -0.5136991 -0.023684701 -0.059081595 -0.22262801 -0.31317782
1,s7,Movie,My Little Pony: A New Generation,"Robert Cullen, José Luis Ucha","Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy, Ken Jeong, Elizabeth Perkins, Jane Krakowski, Michael McKean, Phil LaMarr",,"September 24, 2021",2021.0,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",-0.89105934 0.7805618 0.16927746 0.21603407 0.12009849 -0.4289777 -0.27180353 -0.98414636 0.18001632 -0.18825065 -0.20114096 1.3663319 0.40245387 0.56332135 -0.9930425 0.5258451 -0.14235646 -0.52751327 -0.14991374 -0.34343803 -0.2921261 -0.7515002 0.26431304 0.19098468 1.2582787 0.8628902 -0.12705179 -0.053723987 -0.30990213 0.8535652 -0.05670224 0.7203002 -0.36473435 -0.25909436 -1.1527385 0.6845459 0.6196449 -0.20247917 0.2189442 -0.07496911 0.6266669 -0.29027182 -0.0048401672 0.10316956 -1.5754757 -0.6348196 -1.1439861 0.4548787 0.48733267 -0.9920821 0.05855834 0.31237742 -0.2520748 0.06166437 -0.09961857 -0.08849172 -0.013305555 -0.90638775 -0.49420696 -0.540817 -1.4711677 0.8342068 -0.38924125 0.25101212 -0.67380935 0.016556876 0.552712 -0.3563139 -0.7760922 -0.053265873 -0.06164222 -0.7359396 -0.12093631 -0.19364071 0.09974575 -0.75684154 0.14933334 0.12666596 0.7117075 0.9797773 0.2840538 0.07687791 0.41878742 0.07899114 0.630927 0.22693478 0.9807426 -0.007504303 -0.7501588 0.40551707 0.38330257 -1.0760815 0.686731 -0.54697335 -0.32826307 -0.55799335 1.4306722 -0.8459376 -0.17351563 -0.086192064 -0.4143173 0.09913741 -0.34217617 -0.15698431 -0.49468824 -0.10903547 0.6974716 -1.509089 -1.0722346 0.63905156 0.15193376 -0.29846203 0.040998384 0.6120606 0.293015 -0.29993948 -0.9486438 1.2369679 0.0938716 0.3813897 1.3036518 -0.17453054 -0.39714023 0.20537622 0.9794769 0.35269332 -0.36439463 0.6575496 -0.18567306 0.37031236 0.27814406 0.34253377 -0.33965212 -0.29180196 0.34986204 0.2639039 -0.10453683 -1.298496 0.8062126 -0.31933385 -0.5894737 -0.38082895 0.8241386 -1.0203196 0.20579094 0.06513438 0.22528903 0.6448163 0.0026977845 -0.7198687 -0.39670524 0.21066947 -0.8393573 0.43813503 -0.3864781 0.21164547 -0.26213253 0.47583362 -0.21541637 0.46925032 -0.116204135 0.13970987 -0.4299548 0.45034045 -0.7958739 -0.5971406 0.53174555 -0.17306435 -0.40880263 -0.490987 0.06615731 0.24230725 1.0279115 0.7649403 1.4430691 0.55253416 0.70689154 0.23839338 -0.30518433 -0.24090013 -0.39277235 0.7998909 -1.2795027 0.25329283 0.5658799 -0.7889545 -0.27414355 -0.53412586 0.2809817 -1.1938136 -0.39430872 0.31884372 0.5258732 -0.54324704 0.42322713 0.78943354 -0.6975291 0.43731502 -0.31651977 0.114587516 -0.41795832 -0.17932406 0.121574245 -0.2583021 -0.4826657 0.74379885 0.023018943 -0.023967762 -0.57723695 -0.4711665 -0.43885168 0.78465194 1.2417915 0.112464085 -0.019686587 -0.32068294 0.24865392 -0.116239995 0.57514447 0.41827425 0.20484799 0.46881106 -0.58469576 0.5985782 0.04421175 0.7077319 0.3401912 -0.7952802 -0.4171605 1.429993 -0.12908857 0.017677983 -0.08475794 -0.36276248 -0.11456995 -0.23029259 0.0035773066 0.13766061 1.3828378 -0.44669342 0.05675814 0.6445609 -0.19162504 1.0550618 -0.7875656 0.24832752 0.23282827 -0.18993363 -0.9047761 -0.4135648 -1.6580003 0.09511313 0.952556 0.9736989 0.7121749 -0.546909 -0.3128518 0.40842217 0.6893126 0.031808242 0.9879369 -0.8612273 -0.9835667 -0.32260656 -0.22472362 -0.5659683 -0.20097186 0.6797006 0.34954825 0.39957687 -0.6627507 -0.07209954 -0.048526466 0.24621797 -0.31108513 -0.51956743 -0.043098573 0.10100754 0.69850934 0.050005272 -0.22622153 -0.16958462 -1.5706096 0.26797897 -0.4075265 0.9179885 0.72048885 -1.4750198 -0.4769705 0.68386596 -0.14042449 0.7976396 0.552296 0.0059764264 0.3460154 0.2127814 1.2498742 -0.48143354 0.15033382 -0.35233095 -0.23342544 0.43284896 -0.23904113 -0.15356362 0.19789335 0.32514602 1.1627568 0.14816394 -0.9986613 -0.4339476 -0.6488412 -0.49124926 -0.58740413 0.40161464 0.35460547 0.10254657 -0.45987743 0.1277944 0.743729 -0.9771498 -0.54199076 -0.080081545 0.64776045 -0.11519532 0.44230017 -0.7385243 -0.046867948 0.5532819 -0.23258273 -0.16131778 -0.07843748 0.022412613 0.47404447 0.4677998 0.16192314 0.24097466 -0.77092797 -0.37015897 0.42528996 0.20989855 0.5933407 -0.2741169 0.5049422 0.16914186 -0.2905722 -0.32296357 -0.14741994 1.3988723 -0.2670105 -0.06906748 0.8865894 -0.0077186003 -0.20893224 -1.1128389 0.008704249 0.2494298 -0.40051177 0.51360965 -0.8212362 0.2858551 -0.39373043 0.13474704 0.09027208 -0.1132034 0.051419936 0.12034642 -0.9146365 0.015170948 0.1453262 -0.3926752 -0.39813715 1.0290841 -0.79124665 0.33717108 -0.6793872 -0.8336718 -1.0053612 -0.95364416 -0.018005786 -0.29901612 -0.38249344 -0.30243045 1.101253 -0.23099051 -0.028693413 -0.11787864 0.26852268 -0.24342686 -0.51368797 -0.68034 0.3684683 0.3665044 -0.12597683 -0.060837027 -0.23505326 -0.3760875 0.1887469 0.39812055 0.2557321 -0.23937596 -0.8121965 0.32768744 1.5467421 -1.3096923 0.5704208 0.18399581 0.65705734 -0.03374706 -0.2533061 -0.029500233 0.6658705 -0.24925168 -0.33240637 0.0049083936 0.31760278 -0.28253075 0.5153507 -0.686245 -0.53425354 0.1259573 0.17357084 0.351479 0.40212715 -0.36961553 0.7910209 0.59209853 -0.36552808 0.3432893 0.17058206 0.38889736 0.7275706 -0.48389015 -0.0984354 0.82231957 0.4108356 0.19420423 0.989062 -0.36059603 0.8214194 -1.0988771 -0.5004915 -0.7928626 0.710853 -0.10720645 -0.10730106 0.39454982 -0.26586616 0.3007335 0.43346578 -0.11533037 0.58663625 -0.41928822 0.2301572 -0.60143375 0.68755126 -0.11250087 -0.56386316 0.006818378 -0.4645666 0.13666947 0.56324804 0.12378048 0.44108835 -0.9254323 0.04855856 0.18366511 -0.32350364 -0.2636601 -0.26006144 -0.51832855 0.50971025 0.0154048735 1.0469482 1.3270124 0.62517315 -1.2481827 -1.231265 1.2788671 0.5469215 1.002016 -0.35291997 0.027468275 -0.54449946 -0.34169647 -0.50871396 -0.5469779 0.13466421 0.013203099 -0.44549423 -0.55240685 0.32213202 -0.7880434 -0.31674805 -1.1608938 0.923627 -0.6195251 0.52999634 -0.13775334 -0.06338965 -0.019194433 0.29750404 -0.34707415 -0.020944651 0.5883579 0.14664142 -0.40969193 0.5676211 -0.7442349 -1.0282397 -0.6387313 0.17183654 -0.23490435 0.67481655 -0.32813194 -0.29012105 0.6874937 0.047096163 0.005100454 -0.4202813 -0.18556303 0.92818534 0.2879945 0.104945116 -0.15656383 -0.3683373 0.52607346 -0.32357168 0.090503134 -0.34082907 -0.4764946 -0.51980424 -0.15060523 -0.19935875 -0.07591351 0.15177672 0.5372833 -0.43107873 -0.2997215 -0.5379962 0.20112935 -0.17582723 0.66250974 -0.23491774 0.027764088 -0.80108845 -0.15146482 0.06773086 -0.05593601 -0.054823548 -0.6345901 -0.5789605 0.44404593 0.29094294 0.3228027 -0.70018804 -0.4092453 -0.19373874 0.028359499 -0.8176171 0.82055175 0.05252001 1.2622011 -0.7480366 0.1909367 -0.5134057 0.23058423 -0.6560228 -0.5210025 -0.70569766 -0.077314176 1.0668569 -0.7724009 0.7824211 0.13622704 -1.2934674 -0.5172092 -0.75074714 0.05003981 0.11223809 0.23884453 0.47560823 -0.0068250787 0.20857461 0.6000599 -0.29220673 0.11040143 -0.13528581 -0.020667797 -0.23355037 0.09020622 0.23323736 -0.099935815 0.40215835 0.4370093 -0.30272004 -0.26897267 0.17630549 0.60623676 -0.044605736 0.24240921 0.2690091 -0.85053015 0.09916165 0.42459294 0.15227617 -0.013443803 0.43823293 -0.28524148 -0.5462138 0.24831054 1.0157266 -0.87813705 -0.26208594 -0.26001102 0.040239558 -0.21861 -0.6085396 0.1914928 -0.16785407 -0.20169415 -0.16156055 0.202915 0.25935128 0.02940321 0.01001282 -0.79777163 0.07955453 0.49293527 -0.313778 -0.019620888 0.10089488 -0.02212332 -0.013151736 0.47091055 -0.5872983 1.143189 0.098989084 0.43407348 -0.936625 0.40964386 -0.7996171 1.1151077 -0.13704547 -0.59476525 0.68243015 -0.4710879 0.36957884 0.7850561 0.26612362 0.15470454 0.20378011 1.0416552 -0.28167412 0.049373236 -0.6500808 0.1619235 -0.9062118 0.5821381 -0.20559789 0.7451149 0.6573275 0.053010136 -0.2862256 -0.26168498 0.6121764 0.85573864 -0.68471366 0.3223229 -0.30156645 -0.20009096 -0.023273865 0.23847486 0.32871515 -0.00040110614 0.85642 0.21342246 0.109008685 0.814523 -0.20511733 -0.60200566 0.02336615 0.19999242 -0.3714221 -0.5726931 0.79570496 -0.69497 -0.43928018 -0.1682076 -0.92577887 0.32127652 0.7685336 0.94959 0.21233368 -0.8013226 0.004195865 -0.74576944 -0.7728039 0.20490971 -0.12929505 1.2253883 -0.53710943 0.61207676 -0.22705007 -0.27131894 1.1311926 0.33257282 -0.36464438 -0.06849633 0.5398864 0.32068762 0.072227366 0.37234184 0.7487909 -0.6783693 -0.13675272 0.150313 0.011942101 -0.51986605 -1.053863 -0.22495893 -0.21879213 -0.05527007 0.020730717 -1.2407322 0.2516513 0.7784886 0.26791906 0.15945429 -0.56837016 -0.11976009 -0.17981127 -0.24368833 0.39062813 -0.320227 0.271745 0.04267071 -0.46403643 -0.3915011 -0.6704994 -1.2208232 -0.25551745 -0.5611518 -0.07599384 -1.4385492 0.6658903 -0.6919556 -0.2475164 -0.31739467 -0.50062317 0.40755275 0.20272164 0.19151859 0.090885796 0.42454827 0.32089764 1.0464259 -0.6741464 0.3631989 -1.2220815 -0.37147233 -0.70771736 -1.5230781 -0.121678084 -1.1726586 0.075345576 0.5563984 0.10508748 0.2316362
